trick_name,capacity,siteswap,animation,tutorial,difficulty,source,description
95551,5,95551,https://vignette.wikia.nocookie.net/juggle/images/a/ac/95551_200.gif,,,https://juggle.wikia.com/wiki/95551,"           95551         Capacity    5     Period    5     Full period    10     Orbits    5     Composition    Prime     States    (Ground state) 11111 (9) 111100001 (5) 11101001 (5) 1101101 (5) 101111 (1)      Ladder diagram         Stack notation    54441     Dual    Self-dual    95551 is a symmetrical 5 object siteswap where all the throws cross. The 9s should be about four times as high as the 5s. This is the 5 object version of 7441 .  Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 66661 , 94444  Exercises to prepare for 95551 :  2 ball 95  3 ball 951  3 ball 955  4 ball 95  4 ball 955  4 ball 9555  5 ball 95353  5 ball 95524   Variations Edit  b66661  d777771   a6662  b7773   a55550   a1955  a5195  a5519  e5551   9551  915   95641  96451  96631  97441  97531       Two tricks filmed on 11 15 09  5 ball 95551 with the 9 over the top and the 5s behind the back by Thom Wall      Retrieved from "" http://juggle.wikia.com/wiki/95551?oldid=19419 ""     "
"(6x,4)(4,2x)",4,,https://vignette.wikia.nocookie.net/juggle/images/7/78/6x442x_200.gif,,,"https://juggle.wikia.com/wiki/(6x,4)(4,2x)","            (6x,4)(4,2x)         Capacity    4     Period    4     Full period    8     Orbits    3     Composition    Prime     States    (Ground state) (1,1)(1,1) (6x,4) (1,1)(0,1)(0,1) (4,2x)      Ladder diagram         Stack notation    (4x,4)(3,2x)     Dual    Self-dual        (6x,4)(4,2x)(4,6x)(2x,4)         Capacity    4     Period    8     Full period    16     Orbits    2     Composition    (6x,4)(4,2x) (4,6x)(2x,4)     States    (Ground state) (1,1)(1,1) (6x,4) (1,1)(0,1)(0,1) (4,2x) (1,1)(1,1) (4,6x) (1,1)(1,0)(1,0) (2x,4)      Ladder diagram         Stack notation    (4x,4)(3,2x)*     Dual    Self-dual     Anagrams    (6x,4)(4,2x)(6x,4)(4,2x)      (6x,4)(4,2x) is a synchronous 4 object siteswap where a pair of throws from the 5 object pattern (6x,4)* is followed by a pair of throws from the 3 object box (4,2x)*, going in the opposite direction. The 6s should be almost three times as high as the 4s, which are the same height as the basic pattern . There are two versions of this pattern: in the asymmetrical version, all the (6x,4) pairs are thrown toward the same side of the pattern, and in the symmetrical version, (6x,4)(4,2x)(4,6x)(2x,4), or (6x,4)(4,2x)* for short, each 6x is thrown with the same hand as the previous 2x.   Video : 4 club (6x,4)(4,2x)* with flat 4s by Joëlle Huguenin   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 4  ball  fountain , 3 ball box , 3 ball David's dilemma  Exercises to prepare for (6x,4)(4,2x)* :  2 ball (6x,4)(0,0)(0,6x)  3 ball (6x,4)(2,0)(2,4)*  4 ball (6x,4)(4,2x)   Variations Edit  (6x,4)(2,4x)  (6,4x)(2x,4)  (6,4x)(4x,2)   (6x,4x)(4,2)  (6x,4x)(2x,4x)  (6,4)(4x,2x)  (6,4)(2,4)   (6x,4)*  (8x,6)(4,2x)  (8x,6)(6,4x)   David's dilemma       100 pegadas - (6x,4)(4,2x)* - 4 bolas  4 ball (6x,4)(4,2x)* by Lucas Gardezani Abduch      Retrieved from "" http://juggle.wikia.com/wiki/(6x,4)(4,2x)?oldid=19306 ""     "
David's_dilemma,3,,https://vignette.wikia.nocookie.net/juggle/images/8/8b/3_David%27s_dilemma_200.gif,,,https://juggle.wikia.com/wiki/David's_dilemma,"           (6x,4)(0,2x)    3 ball David's dilemma     Capacity    3     Period    4     Full period    8     Orbits    2     Composition    Prime     States    (1,1)(0,1) (6x,4) (0,1)(0,1)(0,1) (0,2x)      Ladder diagram         Stack notation    (3x,3)(0,1x)     Anagrams    (6x,0)(4,2x) ( time-reverse )    David's dilemma (also called sunny side up ) is an asymmetrical synchronous pattern invented by David Thomas . In this pattern one hand makes a crossing throw while the other hand makes a lower non-crossing throw (like in the siteswap  (6x,4)* , but always done on the same side of the pattern), and then the hand that makes the lower throws passes an object back over to the hand that makes the higher throws (like in a shower pattern). The 3 ball pattern is (6x,4)(0,2x) in siteswap notation. Two objects are showered around a third object, which stays on the catching hand's side of the pattern.  Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. 3 ball David's dilemma: Prerequisites: 3 ball shower  Exercises to prepare for (6x,4)(0,2x) :  1 ball 6x  2 ball (6x,4)  2 ball (6x,4)(0,0)(0,4)(0,2x)  3 ball 6x  3 ball (6x,4)(2,0)(2,4x)  3 ball (6x,4)(0,2x)(2,4)   Variations Edit  (ax,4)(0,2x) - a 4 ball sunny side up pattern where there is only one non-showered ball, like in the 3 ball pattern (8x,6)(0,2x) - an easier 4 ball variation  (6,4x)(2x,0)  (8,6x)(2x,0)   (6x,4)(4,2x)  (8x,6)(4,2x)  (8x,6)(8,2x)   (6x,4)*  (8x,6)*   (6x,0)(4,2x)  (8x,2x)(6,0)  (ax,0)(8,2x)   (8x,6)(2,4x)   (ax,8)(0,2x)(2x,0)(0,2x)  (cx,a)(0,2x)(4x,2)(0,2x)       Juggling Tutorial David's Dilemma  3 ball David's dilemma tutorial      Retrieved from "" http://juggle.wikia.com/wiki/David%27s_dilemma?oldid=21347 ""     "
Star,,,https://vignette.wikia.nocookie.net/juggle/images/d/df/5p_15_2count_star_right_200.gif,,,https://juggle.wikia.com/wiki/Star,"         The star is a passing pattern where five (or more) people are arranged in a circle, and each person passes to someone across from them. The easiest way to do a right-handed five-person star is to have everyone throw to the second person to their right.          Passing to the right        Passing to the left          A 6-person star (two overlapping triangles )        A 7-person star       I-juggle white  Star patterns by the Gandinis      See also Edit  Triangle  Box  Feast     Retrieved from "" http://juggle.wikia.com/wiki/Star?oldid=21163 ""     "
9911,5,9911,https://vignette.wikia.nocookie.net/juggle/images/7/74/9911_200.gif,,,https://juggle.wikia.com/wiki/9911,"           9911         Capacity    5     Period    4     Full period    20     Orbits    1     Composition    Prime     States    (Excited state) 1110011 (9) 110011001 (9) 100110011 (1) 10110011 (1)      Ladder diagram         Stack notation    5511     Dual    Self-dual     Anagrams    9191     9911 is an asymmetrical 5 object siteswap where all the throws cross. The 9s are about four times as high as the basic pattern . This is an excited state siteswap, starting in the state 1110011. You can transition from the basic pattern to 9911 with two 7s, and back to the basic pattern with two 3s:   ...5555555555 77 99119911991199119911 33 5555555555...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 777711 , 711 , 993333  Exercises to prepare for 9911 :  2 ball 91  2 ball 9119  3 ball 9911  4 ball 9991  4 ball 999111  5 ball 9920  5 ball 77991133   Variations Edit  aa22  bb33   9920  a811  9317  9713   9915  9951  d119  d911  9955   dd1111     Retrieved from "" http://juggle.wikia.com/wiki/9911?oldid=19429 ""     "
441,3,441,https://vignette.wikia.nocookie.net/juggle/images/9/9c/441_200.gif,,,https://juggle.wikia.com/wiki/441,"           441    3 ball 2 high 1 low     Capacity    3     Period    3     Full period    9     Orbits    1     Composition    Prime     States    (Ground state) 111 (4) 1101 (4) 1011 (1)      Ladder diagram         Stack notation    331     Dual    522     441 is a simple symmetrical 3 object siteswap . Two balls are thrown one at a time with non-crossing throws like the throws in a 4 ball fountain (4s), one from the right hand and then one from the left hand, and then the other ball is passed straight from the right hand to the left hand (a 1). Then the same three beats are repeated on the other side, starting with the left hand throwing a 4 with the ball that was just passed to it.   3 ball 2 high 1 low 360 animation   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 3  ball  cascade  Exercises to prepare for 441 :  1 ball 4  2 ball 44  2 ball 41  2 ball 401  2 ball 411  3 ball 42   Variations Edit  5551  66661  777771  88888881   552  663  774  885   5511  66111  771111  8811111   741  714  771   Pseudoshower   423   7441   531   4440       Things to do with 441  441 variations by Paul Lind       441 juggling pattern tutorial  441 tutorial       441 Mills Mess Juggling Tutorial 29  441 Mills mess tutorial      Retrieved from "" http://juggle.wikia.com/wiki/441?oldid=19907 ""     "
1-count,,,https://vignette.wikia.nocookie.net/juggle/images/9/93/5_1count_200.gif,,,https://juggle.wikia.com/wiki/1-count,"         A 1-count is a passing pattern where every throw is a pass. Since this is an ambidextrous pattern, it's more difficult than a 2-count . In passing world records , only the number of passes caught is counted, so numbers passing records are commonly done in 1-count patterns because the easier 2-count would have to be done twice as long to get the same number of caught passes. In a 2-person 1-count with an even number of objects, each person does a pass on every throw while juggling in a cascade or a fountain . This results in two cascades or wimpy patterns each done with one juggler's right hand and the other juggler's left hand. It can be done asynch or synch. In a 6 (or 10, 14, 18) object synch 1-count, the jugglers take turns throwing with both hands at the same time. In an 8 (or 12, 16, 20) object synch 1-count, all four hands throw at the same time. In an 6 object asynch 1-count, both right hands throw at the same time, and both left hands throw at the same time. In an 8 object asynch 1-count, one juggler's right hand throws at the same time as the other juggler's left hand. Collisions can be avoided in an 8 object 1-count by having one person throw passes on the outside of the pattern and the other person throw passes on the inside of the pattern, or by having one person throw at 5-height and the other person throw at 3-height, with the jugglers taking turns throwing with both hands at the same time. A 1-count with an odd number of objects can be done with every throw the same height, and only one hand throwing at a time. One person throws diagonal passes, and the other person throws straight passes. Both people juggle at a normal speed, each throwing in between the other's throws. The order the hands throw in depends on the number of objects being juggled. For a number just above a multiple of 4 (5, 9, 13, 17), the throwing order is: diagonal-passer's right hand, straight-passer's right hand, diagonal-passer's left hand, straight-passer's left hand. For a number just below a multiple of 4 (7, 11, 15, 19), the throwing order is: diagonal-passer's right hand, straight-passer's left hand, diagonal-passer's left hand, straight-passer's right hand. The straight-passer does their first throw (a pass) right after the diagonal-passer's first throw. If the diagonal-passer starts with their right hand, the straight-passer's first pass is with their left hand for 7 objects, or their right hand for 9 objects. A less collision-prone way to do a 1-count with an odd number of objects is to have the diagonal-passer throw higher than the straight-passer. (The two jugglers should throw at the heights of the basic solo patterns for two consecutive numbers that add up to the number of objects being passed, e.g. 3s and 4s for passing 7, or 4s and 5s for passing 9.) In this kind of 1-count, the hands are synchronized: for a number just above a multiple of 4, one person's right hand throws at the same time as the other person's left hand, and for a number just below a multiple of 4, both right hands throw at the same time, and both left hands throw at the same time. To start the pattern, the diagonal-passer throws one object first, and then the straight-passer makes their first throw at the same time as the diagonal-passer makes their second throw. The 2-height 1-count can also be done with the straight-passer throwing higher than the diagonal-passer. In this kind of 1-count, for a number just above a multiple of 4, both right hands throw at the same time, and both left hands throw at the same time, and for a number just below a multiple of 4, one person's right hand throws at the same time as the other person's left hand. To start the pattern, the straight-passer throws one object first, and then the diagonal-passer makes their first throw at the same time as the straight-passer makes their second throw.     5 ball 1-height 1-count <(2,4p)|(2,2)><(2,2)|(2,4xp)><(4p,2)|(2,2)><(2,2)|(4xp,2)>   5 ball 2-height 1-count (diagonal 3s) <R|L><3xp|2xp>   5 ball 2-height 1-count (straight 3s) <3p|2p>     6 ball asynch 1-count <3p|3p>   6 ball synch 1-count <(3p,3p)!|(0,0)!><(0,0)!|(3p,3p)!>   6 ball asynch diagonal 1-count <R|L><3xp|3xp>     6 ball synch diagonal 1-count <(3xp,3xp)!|(0,0)!><(0,0)!|(3xp,3xp)!>   7 ball 1-height 1-count <(2,8p)|(2,2)><(2,2)|(8xp,2)><(8p,2)|(2,2)><(2,2)|(2,8xp)>   7 ball 2-height 1-count (diagonal 4s) <4p|3p>     7 ball 2-height 1-count (straight 4s) <R|L><4xp|3xp>   8 ball synch 1-count <(4xp,4xp)|(4xp,4xp)>   8 ball asynch 1-count <R|L><4xp|4xp>     8 ball synch 53 1-count <(5p,5p)!|(0,0)!><(0,0)!|(3p,3p)!>   8 ball asynch 53 1-count <5p|3p>   9 ball 1-height 1-count <(2,cp)|(2,2)><(2,2)|(2,cxp)><(cp,2)|(2,2)><(2,2)|(cxp,2)>     9 ball 2-height 1-count (diagonal 5s) <R|L><5xp|4xp>   9 ball 2-height 1-count (straight 5s) <5p|4p>   10 ball asynch 1-count <5p|5p>     10 ball synch 1-count <(5p,5p)!|(0,0)!><(0,0)!|(5p,5p)!>   10 ball synch (6x,4x) 1-count <(6xp,6xp)|(4xp,4xp)>   10 ball asynch (6x,4x) 1-count <R|L><6xp|4xp>         16 ball world record (39 catches)!  16 ball 1-count by Peter Kaseman and Doug Sayers    Alternative names Edit  Ultimate passing  Ultimates  See also Edit  2-count  3-count  4-count  6-count     Retrieved from "" http://juggle.wikia.com/wiki/1-count?oldid=19656 ""     "
807,5,807,https://vignette.wikia.nocookie.net/juggle/images/a/ad/807_200.gif,,,https://juggle.wikia.com/wiki/807,"           807    5 ball excited right-left left-right     Capacity    5     Period    3     Full period    15     Orbits    1     Composition    Prime     States    (Excited state) 1011011 (8) 01101101 (0) 1101101 (7)      Ladder diagram         Stack notation    505     Dual    a23     807 is a symmetrical 5 object siteswap with the same throwing rhythm as the 3 object pattern 504 : right-pause-right-left-pause-left... with a 1-beat pause between throws with the same hand. The 8s are three times as high as a cascade juggled at the same speed, and the 7s are about 3/4 of the height of the 8s. This is an excited state siteswap, starting in the state 1011011. You can go from the basic pattern to 807 using the transition 6677, and get back to the basic pattern by throwing a 4 and pausing for one beat:   ...5555555555 6677 807807807807807807 40 5555555555...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 726 , 801  Exercises to prepare for 807 :  1 ball 8  2 ball 78  3 ball 78  3 ball 8278  4 ball 78  4 ball 78278   Variations Edit  (6,4x)*   a29   918   837  a80  b07  a83  b37  b0a   862  726  960  906  a50     Retrieved from "" http://juggle.wikia.com/wiki/807?oldid=19636 ""     "
9991,7,9991,https://vignette.wikia.nocookie.net/juggle/images/7/71/9991_200.gif,,,https://juggle.wikia.com/wiki/9991,"           9991         Capacity    7     Period    4     Full period    28     Orbits    1     Composition    Prime     States    (Excited state) 11110111 (9) 111011101 (9) 110111011 (9) 101110111 (1)      Ladder diagram         Stack notation    7771     Dual    d555     9991 is an asymmetrical 7 object siteswap where all the throws cross. The 9s should be almost twice the height of the basic pattern juggled at the same speed. This is an excited state siteswap, starting in the state 11110111. You can transition from the basic pattern to 9991 with three 8s, and back to the basic pattern with a 4:   ...77777777777777 888 99919991999199919991 4 77777777777777...   Before learning this pattern, you should already be good at 5 ball showers , 777771 , 99999911 , 9911 , and 9919000002 (starting each one from both sides).   Video : 7 ball 9991 by Paweł Witczak   Variations Edit  aaa2   aa71  a891  b881  b971   9995  d199  d919  d991     Retrieved from "" http://juggle.wikia.com/wiki/9991?oldid=19967 ""     "
Rolling_juggling,,,,,,https://juggle.wikia.com/wiki/Rolling_juggling,"         This is a list of juggling tricks where the objects roll across parts of the juggler's body or on other things.  Chin rolls ( video ) Nose rolls Forehead rolls ( video ) Chest rolls ( video ) Head rolls ( ball video , ring video at 6:30, club video )  Pinball ( video ) Shoulder rolls ( ball video , ring video , club video ) Shoulder pads ( video ) Neck rolls ( club video , ring video ) Back rolls ( video )  Backcross rolls ( video ) Lazy rolls ( ring video , club video )  Horizontal surface rolling ( ball video , hoop video , club video ) Angled surface rolling ( video ) Curved surface rolling ( video )  See also Edit  Toss juggling  Bounce juggling  Placements     Retrieved from "" http://juggle.wikia.com/wiki/Rolling_juggling?oldid=21664 ""     "
High-low_shower,3,,https://vignette.wikia.nocookie.net/juggle/images/7/75/7131_200.gif,,,https://juggle.wikia.com/wiki/High-low_shower,"           7131    3 ball high-low shower     Capacity    3     Period    4     Full period    8     Orbits    2     Composition    Prime     States    (Excited state) 1101 (7) 1010001 (1) 110001 (3) 10101 (1)      Ladder diagram         Stack notation    3121       9151    4 ball high-low shower     Capacity    4     Period    4     Full period    16     Orbits    1     Composition    Prime     States    (Excited state) 110101 (9) 101010001 (1) 11010001 (5) 1010101 (1)      Ladder diagram         Stack notation    4131     Anagrams    9115 9511        b171    5 ball high-low shower     Capacity    5     Period    4     Full period    24     Orbits    2     Composition    Prime     States    (Excited state) 11010101 (b) 10101010001 (1) 1101010001 (7) 101010101 (1)      Ladder diagram         Stack notation    5141   A high-low shower is a variation of the shower pattern where the throwing hand alternates making higher throws and lower throws, so that each low throw is caught before the previous high throw.   Video : 6 ball high-low shower by Valentin Helml   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in high-low shower patterns, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. 3 ball high-low shower: Prerequisites: 3 ball  shower  Exercises to prepare for 7131 :  1 ball 7  2 ball 71  2 ball 31  2 ball 713  3 ball 71   4 ball high-low shower: Prerequisites: 4 ball  shower , 3 ball high-low shower Exercises to prepare for 9151 :  1 ball 9  2 ball 91  2 ball 915  3 ball 91  3 ball 9151  3 ball 91519   5 ball high-low shower: Prerequisites: 5 ball  shower , 4 ball high-low shower Exercises to prepare for b171 :  1 ball b  2 ball b1  2 ball b17  3 ball b1  3 ball b171  3 ball b171b  4 ball b171  4 ball b171b17   Alternative names Edit  Shower under a shower Stacked shower  Variations Edit  The high-low shower is a simple example of a showered siteswap . 7131, 9151, and b171 are showered versions of 42 , 53 , and 64 . You can change any vanilla siteswap into a showered version by replacing each of the numbers with the siteswap for a shower with that number.      3 ball high-low-low shower Shower siteswap: 522 Full siteswap: 913131      4 ball high-low-low shower Shower siteswap: 633 Full siteswap: b15151      4 ball high-high-low shower Shower siteswap: 552 Full siteswap: 919131      4 ball "" excited state "" high-low shower Shower siteswap: 62 Full siteswap: b131 Enter with 91, exit with 51       3 ball high-low-middle shower Shower siteswap: 423 Full siteswap: 713151      4 ball high-middle-low shower Shower siteswap: 642 Full siteswap: b17131       5 ball hi-lo shower practice  5 ball high-low shower by Ken Nishimura       (6x,2x)(2x,2x)  3 ball high-low shower variations       ""97531"" shower  5 ball showered 8642 by Chris Fowler      Retrieved from "" http://juggle.wikia.com/wiki/High-low_shower?oldid=19981 ""     "
Slice,,,,"http://www.youtube.com/watch?v=8nWl93i5O9Y&amp;t=8s,,,",,https://juggle.wikia.com/wiki/Slice,"         A slice is a multiplex throw where one of the objects is passed directly across to the other hand (written in siteswap notation with a 1 or 2x). This can be done by holding the catching hand above the throwing hand so that when the throw is made, one object goes straight up into the catching hand, and the other goes up past the catching hand and is caught on a later beat. A 3 ball  cascade with an extra ball passed back and forth at the bottom of the pattern using sliced multiplex throws (similar to a sprung cascade , but with the high and low throws that are made at the same time both coming from the same hand) could be written in siteswap as [31] or ([4x2x],2)*.   Video : Sliced backcrosses by Adam Kapilow    Video : 4 ball reverse slices ( squeeze catches) - siteswap (4x,[22x])* - by Reuben Cohn-Gordon       365JT №112 ( 4x2x ,2)*  4 ball slices       Answer and new trick in JUGGLE with Haavard  4 ball sliced behind the neck throws by Chris Noonan      Retrieved from "" http://juggle.wikia.com/wiki/Slice?oldid=20140 ""     "
97531,5,97531,https://vignette.wikia.nocookie.net/juggle/images/5/55/97531_200.gif,"http://www.youtube.com/watch?v=bUbPRBdbJSA&amp;t=4m39s,,,",,https://juggle.wikia.com/wiki/97531,"           97531    5 ball freeze-frame     Capacity    5     Period    5     Full period    10     Orbits    5     Composition    Prime     States    (Ground state) 11111 (9) 111100001 (7) 11100011 (5) 1100111 (3) 101111 (1)      Ladder diagram         Stack notation    54321     Dual    Self-dual     Anagrams    13579 95173     97531 is a symmetrical 5 object siteswap where all the throws cross. The objects are thrown and then caught in the reverse order: the last object thrown is caught first (this object is passed from one hand straight into the other), and the first object thrown is caught last. This is the 5 object version of 7531 . The 9 is four times as high as the cascade , the 7 is a little more than half the height of the 9, the 5 is a little less than half the height of the 7 (the same height as the cascade), the 3 is about a quarter of the height of the 5, and the 1 is a pass from one hand to the other. All the objects should peak at the same time.   Video : 5 ball b975300 360 by Paweł Witczak   World records Edit  A round of this pattern is one instance of the throws ""97531"", all of which must be caught for that round to be counted. Multiple rounds must all be directly connected . World records with publicly available video evidence:  5 ball 97531: 8 minutes and 29 seconds by Ofek Snir in 2014 ( video ) 5 ring 97531: 12 rounds by Delaney Bayles in 2017* ( video ) 5 club 97531: 10 rounds by Iver Tronstad in 2015* ( video )  *to a qualify   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 7531 , 77731 , 95551  Exercises to prepare for 97531 :  2 ball 97  3 ball 971  3 ball 975  4 ball 97  4 ball 9751  4 ball 9753  5 ball 97333  5 ball 975   Variations Edit  b97531  db97531   b9753   e7531  c5319  a3197  97581  97536   a86420       97531 Backcrosses  5 club 97531 in backcrosses by Vova Galchenko      Retrieved from "" http://juggle.wikia.com/wiki/97531?oldid=21495 ""     "
999333,6,999333,https://vignette.wikia.nocookie.net/juggle/images/6/69/999333_200.gif,,,https://juggle.wikia.com/wiki/999333,"           999333    6 ball 3 high 3 low     Capacity    6     Period    6     Full period    12     Orbits    3     Composition    Prime     States    (Ground state) 111111 (9) 111110001 (9) 111100011 (9) 111000111 (3) 11100111 (3) 1110111 (3)      Ladder diagram         Stack notation    666333     Dual    Self-dual     Anagrams    939393  993393  993933     999333 is an asymmetrical 6 object siteswap where all the throws cross, alternating between three throws about 2 1/2 times as high as the basic pattern , and three throws about a sixth of the height of the basic pattern.   Video : 4 rounds of 6 ball 999333 by Dave Leahy    Video : 6 ball 999333 with a behind the neck throw by Alex Barron    Video : 6 ball 3 high 3 low 360 by Doug Sayers   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 7773 , 99444  Exercises to prepare for 999333 :  3 ball 999  4 ball 9991  4 ball 9993  5 ball 999  5 ball 99931  5 ball 999330   Variations Edit  aaa444   999933  999393   939393  993393  993933   999441  999531  aa7333  b88333  b97333   9555  99444  9999222  99999111  999999000   7773  88833  aaa3333   75  8844  aaaa2222     Retrieved from "" http://juggle.wikia.com/wiki/999333?oldid=19968 ""     "
837,6,837,https://vignette.wikia.nocookie.net/juggle/images/1/1d/837_200.gif,,,https://juggle.wikia.com/wiki/837,"           837         Capacity    6     Period    3     Full period    15     Orbits    2     Composition    Prime     States    (Excited state) 1111011 (8) 11101101 (3) 1111101 (7)      Ladder diagram         Stack notation    636     Dual    945     837 is a symmetrical 6 object siteswap . The 8s are about twice as high as the basic pattern done at the same speed, and the 7s are about 3/4 of the height of the 8s. All the 3s are done with the same object. This is an excited state siteswap, starting in the state 1111011. You can transition from the basic pattern to 837 with two 7s, and back to the basic pattern with a 4:   ...666666666666 77 837837837837 4 666666666666...    Video : 6 ball 837 by Ofek Snir   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 756 , 561 , 807 , 834 , 855  Exercises to prepare for 837 :  3 ball 837  4 ball 837  4 ball 8378  5 ball 78352  5 ball 783723  5 ball 78378124  6 ball 778374   Variations Edit  948   867  a83  b37   756  855  891  936  963  a17  a71  a53     Retrieved from "" http://juggle.wikia.com/wiki/837?oldid=21532 ""     "
99999991,8,99999991,https://vignette.wikia.nocookie.net/juggle/images/b/bf/99999991_200.gif,,,https://juggle.wikia.com/wiki/99999991,"           99999991    8 ball 7 high 1 low     Capacity    8     Period    8     Full period    64     Orbits    1     Composition    Prime     States    (Ground state) 11111111 (9) 111111101 (9) 111111011 (9) 111110111 (9) 111101111 (9) 111011111 (9) 110111111 (9) 101111111 (1)      Ladder diagram         Stack notation    88888881     Dual    f7777777     99999991 is an asymmetrical 8 object siteswap where all the throws cross. The 9s should be about 1 1/3 times as high as the basic pattern juggled at the same speed. This is the 8 object version of 777771 . Before learning this pattern, you should already be good at the 8 ball fountain , 5 ball showers , 777771 , 7 ball high flashes , and 99999911 .   Video : 2 rounds of 8 ball 99999991 by Bruce Tiemann    Video : 8 ball 99999991 with a pass up the back by Luke Davies    Video : 8 ring 99999991 with the 1 behind the back by Scott Sorensen   Variations Edit  aaaaaaaa1   aaaaaaa2   aaaaaaa11   97  996  9995  99994  999993  9999992  999999990     Retrieved from "" http://juggle.wikia.com/wiki/99999991?oldid=20032 ""     "
